"","hyper_id","avg_cpm","sd","n","pvalue"
"41785",12918696,1.51130471049,0.303419420421,21,0.0335377669963019
"41895",12923655,1.88571700701,0.282208346784,21,0.00615106864038063
"42175",12932842,3.14380055078,0.581688092645,21,0.0223146149107568
"42493",13002328,1.59965295319,0.243961428257,21,0.00699998751929928
"43062",13042995,1.01913156028,0.209860238097,21,0.0377196340710419
"43106",13043839,3.91986832996,0.600823416812,21,0.00724105396855558
"43263",13054761,1.67099981666,0.315056601703,21,0.0246123746168832
"44952",13138538,3.76571487999,0.750240686096,21,0.0323372583728676
"45446",13188749,3.21493093501,0.351900329782,21,0.000454743066963859
"45447",13188751,3.28919110242,0.286048750157,21,3.71190506947637e-05
"45448",13188752,2.60626029037,0.318368173882,21,0.00125714295098389
"45449",13188810,3.41954367106,0.748980805801,21,0.0493796023895446
"45789",13199984,1.64488040072,0.316745833128,21,0.0273897360494835
"47108",13323489,1.40288559277,0.228904262529,21,0.0108505337016831
"47229",13326141,1.09740443159,0.138240925335,21,0.00163791225988913
"47417",13332007,2.42246113636,0.345864265459,21,0.00439801480984808
"47432",13332716,1.01932472988,0.196555081267,21,0.0275776664234981
"47639",13340756,3.10668049134,0.323134205219,21,0.000272514596362441
"47640",13340782,2.41167104365,0.343603945449,21,0.0043309899607702
"47789",13352690,0.929489841218,0.201872172498,21,0.0476560208753111
"49271",13464144,0.966194201468,0.198270775019,21,0.0371272582217745
"49317",13467382,2.79420410236,0.587557075287,21,0.0414366511217194
"49366",13471372,1.44233912309,0.27435931612,21,0.0257497267223564
"49438",13475460,7.29420794163,1.05097242909,21,0.00470063134778499
"49906",13485515,5.59363217181,0.69812850701,21,0.00151370486719215
"49907",13485518,5.96955807925,0.540273725863,21,5.94265270966769e-05
"49956",13486416,3.17566930286,0.473511464817,21,0.00599596001945915
"49957",13486418,2.86128092435,0.526789758225,21,0.0217356897980145
"50080",13517608,3.14688797027,0.272391147411,21,3.50838587734664e-05
"50081",13517610,3.8234178987,0.546216550898,21,0.00441766287344017
"50087",13518444,3.59984932547,0.437311960583,21,0.0011975408048391
"50202",13521946,3.07134500831,0.517443324979,21,0.0131861645504055
"50299",13527763,2.71408158309,0.417538771109,21,0.00742209403169874
"50324",13529995,1.53934582953,0.265764027391,21,0.0152232764740997
"50497",13542073,1.54790093837,0.321168354681,21,0.0390367163233684
"50808",13559546,1.52644508284,0.212209242362,21,0.00360689109258522
"51233",13580778,2.66566957093,0.549796846069,21,0.0379956853964695
"51354",13584121,8.24715928656,0.783509166859,21,0.000103220768019794
"51355",13584123,10.0506732014,0.8466820166,21,2.5224050404323e-05
"51363",13584218,6.37420280443,1.11795785955,21,0.0166580693730376
"51364",13584219,3.82653289651,0.666795263817,21,0.0160559988213595
"51389",13584660,2.82419588207,0.460813045886,21,0.0108502736527308
"51838",13629550,0.869200760064,0.137334233805,21,0.00884703779758167
"51866",13630660,2.36375970773,0.331684994724,21,0.00386829887583358
"52500",13743253,1.60453535739,0.326517890198,21,0.0357233134598904
"52579",13747875,2.7515537924,0.535727009219,21,0.0289286396275417
"52582",13747914,2.88104844075,0.35877056241,21,0.00148490170149202
"52583",13747917,2.69255741042,0.40782092148,21,0.00667996647833655
"52834",13769851,3.4756951233,0.582075929075,21,0.0127224625511457
"52835",13769852,2.37853818161,0.41047971991,21,0.0151871710071158
"52842",13769875,2.61360447944,0.391895540025,21,0.00623362698047955
"52933",13777953,1.57799179959,0.278663810386,21,0.0173139114279948
"52935",13778007,2.59956379332,0.437385856433,21,0.013083254605084
"53116",13792113,3.43554052428,0.57828886123,21,0.0131166795558871
"53138",13792496,2.61877231016,0.506616061374,21,0.0280264944817581
"53264",13796967,5.98203193473,1.15203773075,21,0.0274027764081571
"53389",13804120,2.47673974645,0.502668694655,21,0.0352848487951551
"53390",13804121,1.26773357279,0.221043595277,21,0.0161115550690972
"53479",13814762,3.08892363314,0.352201196404,21,0.000672835777358424
"53854",13844623,3.11167657546,0.294040030058,21,9.72193954811801e-05
"53855",13844624,2.83053976664,0.267458723727,21,9.71579768246851e-05
"53856",13844625,2.77369805878,0.572261312561,21,0.0380510916856243
"54081",13859304,2.53049505693,0.440093973013,21,0.0158779788219473
"54211",13866247,2.32286748188,0.502422341492,21,0.0468315236931967
"54855",13898925,3.94746836965,0.514648893267,21,0.00217845926481953
"55005",13905590,6.07688370507,1.21556899165,21,0.0329611240372246
"55045",13907205,3.59544804548,0.721963840413,21,0.0335636717845264
"55099",13909360,5.34436225892,1.01934562847,21,0.0261047771713972
"55105",13909442,2.67914139907,0.398319848075,21,0.00587605648253629
"55144",13910772,2.11662459499,0.413814015325,21,0.0295215221620581
"55319",13922107,1.6478875587,0.286693650572,21,0.0159095091792049
"55528",13932278,4.51606947531,0.757638238322,21,0.0128574447879535
"55578",13934014,3.68200965143,0.479655438412,21,0.00216428874658908
"55591",13934959,2.58592098498,0.275197995146,21,0.000343963945057376
"55593",13934961,2.77313189344,0.442819935726,21,0.00947042598498682
"55617",13936159,8.00895563965,1.61264298376,21,0.0340030500891384
"55623",13937094,3.72315585668,0.573363567926,21,0.00747313893218831
"55788",13941547,2.54566381173,0.543986741038,21,0.0444619289515443
"55942",13953515,2.51615283083,0.31328316925,21,0.001482964129237
"55943",13953516,3.14820105726,0.373714895878,21,0.000974917247277501
"56076",13957549,1.87541256181,0.343082085092,21,0.0210078006466206
"56089",13957735,2.33278219885,0.414507566753,21,0.017921760017877
"56199",13959730,3.65559102314,0.665208259196,21,0.0204183173859387
"56630",13975890,2.1721267827,0.399234187464,21,0.0215413229655634
"56661",13977041,1.15841686936,0.21892611301,21,0.0249109432754498
"56980",13995447,2.67222688686,0.455160368282,21,0.0140700139906565
"57081",14000658,3.5935345591,0.703787289307,21,0.0297744612377372
"57234",14011035,1.91403127727,0.314885080844,21,0.0114165420511596
"57498",14019515,3.42517075201,0.539862917207,21,0.00870845320840942
"57535",14021194,2.92701787381,0.584861001151,21,0.0327918050586906
"57573",14022631,3.29702300702,0.701738931915,21,0.0436986282411986
"57582",14045735,2.90826958514,0.563990562353,21,0.0283662006349692
"57594",14045888,2.5171988845,0.476190353573,21,0.0250376516188929
"57804",14053617,1.42601309337,0.259137659319,21,0.0202684454717047
"57875",14108608,0.744835012651,0.130600795111,21,0.016633372589145
"57877",14108836,1.25250170324,0.213725990381,21,0.0142207606290261
"57878",14108837,1.77139354945,0.228243207666,21,0.00197820157608225
"57887",14109198,0.874491716858,0.137879502251,21,0.00872705686827862
"57979",14112311,3.4234546902,0.488041795894,21,0.00434951521713104
"58181",14121444,0.64899623862,0.133655039358,21,0.0377367461140643
"58303",14124399,3.39415681493,0.309546816032,21,6.49297676661914e-05
"58304",14124403,3.17383562781,0.373388575179,21,0.000898731781809914
"58874",14158837,0.693323959121,0.149500100172,21,0.0462200242901344
"58963",14162579,1.13921347419,0.244600225347,21,0.0453825752856268
"58964",14162580,2.58639286757,0.539007417737,21,0.0398161197759533
"59284",14179250,0.990191481237,0.192836199299,21,0.0289626866273448
"59337",14180409,1.69340582587,0.329403544341,21,0.0287983115291508
"59338",14180410,2.13521625707,0.359260085278,21,0.0130837668202424
"59452",14187640,3.86760445641,0.775839303572,21,0.033406217051725
"59455",14187690,3.38917875482,0.61778300746,21,0.0206068758487485
"59898",14206636,6.94364182168,0.874237980785,21,0.00163066659093059
"59899",14206637,7.95262176156,1.00653812017,21,0.00170445737237089
"59903",14206682,9.38494448701,1.32591317011,21,0.00406989628461393
"59904",14206684,9.67250617563,1.60736924052,21,0.0121412391767688
"59905",14206711,8.22414048742,1.17008139601,21,0.00428615560589955
"59906",14206712,8.14678240279,1.09696762188,21,0.00281972832874406
"60001",14209841,9.68801615269,1.55191881935,21,0.00966389780430254
"60315",14225101,3.86120555772,0.538387795736,21,0.00368864733108921
"62704",1629454,0.834210642957,0.174971334272,21,0.0409737784132252
"89758",7959318,2.34963501091,0.46873054729,21,0.0325399356672529
"93725",8458236,5.39222216763,1.13032158527,21,0.04086624963448
"93735",8458273,12.7127469301,2.23912456892,21,0.01706107938768
"94623",8478822,1.56660337548,0.325430454266,21,0.0392435337078141
